,K55 CNC,Machine_Type,Total_Dim_x,Sample_Taken,OK_Count,Yield%_y,Shift1_Sample_Taken,Shift1_DIM_Inspected,Shift1_OK_Count,Shift1_NG_Count,Shift1_NG_List,Shift2_Sample_Taken,Shift2_DIM_Inspected,Shift2_OK_Count,Shift2_NG_Count,Shift2_NG_List,Shift3_Sample_Taken,Shift3_DIM_Inspected,Shift3_OK_Count,Shift3_NG_Count,Shift3_NG_List
1268,BM2L1C1F19,RR,7,42,0.0,0.0%,42.0,4.0,0.0,42.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",42.0,4.0,0.0,42.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",42.0,4.0,0.0,42.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
1271,BM2L1C1F20,BU,33,102,102.0,100.0%,102.0,11.0,102.0,0.0,0,102.0,13.0,102.0,0.0,0,102.0,11.0,102.0,0.0,0
1274,BM2L1C1F20,LR,16,84,83.0,98.8%,84.0,14.0,83.0,1.0,0,84.0,14.0,83.0,1.0,"('P83_1',)",84.0,12.0,83.0,1.0,0
1277,BM2L1C1F20,RR,7,35,0.0,0.0%,35.0,4.0,0.0,35.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",35.0,4.0,0.0,35.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",35.0,4.0,0.0,35.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
1280,BM2L1C1F21,BU,33,82,82.0,100.0%,82.0,12.0,82.0,0.0,0,82.0,14.0,82.0,0.0,0,82.0,11.0,82.0,0.0,0
1283,BM2L1C1F21,LR,16,84,82.0,97.6%,84.0,14.0,82.0,2.0,0,84.0,14.0,82.0,2.0,"('M130_2', 'FAI0780')",84.0,12.0,82.0,2.0,0
1286,BM2L1C1F21,RR,7,28,0.0,0.0%,28.0,4.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",28.0,4.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",28.0,4.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
1289,BM2L1C1F22,BU,33,81,81.0,100.0%,81.0,12.0,81.0,0.0,0,81.0,11.0,81.0,0.0,0,81.0,11.0,81.0,0.0,0
1292,BM2L1C1F22,LR,16,41,41.0,100.0%,41.0,14.0,41.0,0.0,0,41.0,12.0,41.0,0.0,0,41.0,12.0,41.0,0.0,0
1295,BM2L1C1F22,RR,7,21,0.0,0.0%,21.0,4.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",21.0,4.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",21.0,4.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
1298,BM2L1C1F23,BU,33,91,91.0,100.0%,91.0,14.0,91.0,0.0,0,91.0,11.0,91.0,0.0,0,91.0,11.0,91.0,0.0,0
1301,BM2L1C1F23,LR,16,43,42.0,97.7%,43.0,14.0,42.0,1.0,"('M130_2',)",43.0,12.0,42.0,1.0,0,43.0,12.0,42.0,1.0,0
1304,BM2L1C1F23,RR,7,21,0.0,0.0%,21.0,4.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",21.0,4.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",21.0,4.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
1307,BM2L1C1F24,BU,33,115,110.0,95.7%,115.0,13.0,110.0,5.0,"('P66',)",115.0,11.0,110.0,5.0,"('P66', 'P66')",115.0,11.0,110.0,5.0,"('P66', 'P66')"
1310,BM2L1C1F24,LR,16,43,42.0,97.7%,43.0,14.0,42.0,1.0,"('M130_2',)",43.0,12.0,42.0,1.0,0,43.0,12.0,42.0,1.0,0
1313,BM2L1C1F24,RR,7,21,0.0,0.0%,21.0,4.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",21.0,4.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",21.0,4.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
1316,BM2L1C1F25,BU,33,90,90.0,100.0%,90.0,11.0,90.0,0.0,0,90.0,11.0,90.0,0.0,0,90.0,11.0,90.0,0.0,0
1319,BM2L1C1F25,LR,16,54,54.0,100.0%,54.0,14.0,54.0,0.0,0,54.0,12.0,54.0,0.0,0,54.0,12.0,54.0,0.0,0
1322,BM2L1C1F25,RR,7,35,0.0,0.0%,35.0,4.0,0.0,35.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",35.0,4.0,0.0,35.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",35.0,4.0,0.0,35.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
1325,BM2L1C1F26,BU,33,88,88.0,100.0%,88.0,13.0,88.0,0.0,0,88.0,14.0,88.0,0.0,0,88.0,11.0,88.0,0.0,0
1328,BM2L1C1F26,LR,16,58,57.0,98.3%,58.0,14.0,57.0,1.0,0,58.0,14.0,57.0,1.0,"('M130_2',)",58.0,12.0,57.0,1.0,0
1331,BM2L1C1F26,RR,7,28,0.0,0.0%,28.0,4.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",28.0,4.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",28.0,4.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
1334,BM2L1C1F27,BU,33,163,163.0,100.0%,163.0,14.0,163.0,0.0,0,163.0,13.0,163.0,0.0,0,163.0,11.0,163.0,0.0,0
1337,BM2L1C1F27,LR,16,56,55.0,98.2%,56.0,14.0,55.0,1.0,"('M130_2',)",56.0,14.0,55.0,1.0,0,56.0,12.0,55.0,1.0,0
1340,BM2L1C1F27,RR,7,28,0.0,0.0%,28.0,4.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",28.0,4.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",28.0,4.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
1343,BM2L1C1F28,BU,33,124,124.0,100.0%,124.0,12.0,124.0,0.0,0,124.0,13.0,124.0,0.0,0,124.0,14.0,124.0,0.0,0
1346,BM2L1C1F28,LR,16,71,68.0,95.8%,71.0,14.0,68.0,3.0,0,71.0,14.0,68.0,3.0,0,71.0,14.0,68.0,3.0,"('M130_2', 'FAI0276', 'FAI0780')"
1349,BM2L1C1F28,RR,7,28,0.0,0.0%,28.0,4.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",28.0,4.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",28.0,4.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
1352,BM2L1C1F29,BU,33,121,120.0,99.2%,121.0,12.0,120.0,1.0,"('P66',)",121.0,13.0,120.0,1.0,0,121.0,11.0,120.0,1.0,0
1355,BM2L1C1F29,LR,16,56,55.0,98.2%,56.0,14.0,55.0,1.0,"('M130_2',)",56.0,14.0,55.0,1.0,0,56.0,12.0,55.0,1.0,0
1358,BM2L1C1F29,RR,7,21,0.0,0.0%,21.0,4.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",21.0,4.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",21.0,4.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
1361,BM2L1C1F30,BU,33,96,95.0,99.0%,96.0,12.0,95.0,1.0,0,96.0,11.0,95.0,1.0,0,96.0,11.0,95.0,1.0,"('P66',)"
1364,BM2L1C1F30,LR,16,41,41.0,100.0%,41.0,14.0,41.0,0.0,0,41.0,12.0,41.0,0.0,0,41.0,12.0,41.0,0.0,0
1367,BM2L1C1F30,RR,7,21,0.0,0.0%,21.0,4.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",21.0,4.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",21.0,4.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
1370,BM2L1C1F31,BU,33,154,149.0,96.8%,154.0,12.0,149.0,5.0,0,154.0,2.0,149.0,5.0,0,154.0,14.0,149.0,5.0,"('P66', 'P63_2', 'P63_1', 'P63_3', 'P63_4')"
1373,BM2L1C1F31,LR,16,45,44.0,97.8%,45.0,14.0,44.0,1.0,0,45.0,2.0,44.0,1.0,0,45.0,14.0,44.0,1.0,"('M130_2',)"
1376,BM2L1C1F32,BU,33,85,82.0,96.5%,85.0,13.0,82.0,3.0,0,85.0,14.0,82.0,3.0,"('P63_2', 'P63_3', 'P63_4')",85.0,11.0,82.0,3.0,0
1379,BM2L1C1F32,LR,16,45,44.0,97.8%,45.0,14.0,44.0,1.0,0,45.0,14.0,44.0,1.0,"('M130_2',)",45.0,12.0,44.0,1.0,0
1382,BM2L1C1F32,RR,7,21,0.0,0.0%,21.0,4.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",21.0,4.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",21.0,4.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
1385,BM2L1C1F33,BU,33,157,156.0,99.4%,157.0,14.0,156.0,1.0,"('P63_4',)",157.0,13.0,156.0,1.0,0,157.0,11.0,156.0,1.0,0
1388,BM2L1C1F33,LR,16,60,59.0,98.3%,60.0,14.0,59.0,1.0,0,60.0,14.0,59.0,1.0,0,60.0,12.0,59.0,1.0,"('FAI0288',)"
1391,BM2L1C1F33,RR,7,21,0.0,0.0%,21.0,4.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,21.0,4.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
1393,BM2L1C1F34,BU,33,88,88.0,100.0%,88.0,11.0,88.0,0.0,0,88.0,14.0,88.0,0.0,0,88.0,11.0,88.0,0.0,0
1396,BM2L1C1F34,LR,16,82,79.0,96.3%,82.0,12.0,79.0,3.0,0,82.0,14.0,79.0,3.0,"('M130_2', 'M130_2', 'M130_2')",82.0,12.0,79.0,3.0,0
1399,BM2L1C1F34,RR,7,42,0.0,0.0%,42.0,4.0,0.0,42.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",42.0,4.0,0.0,42.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",42.0,4.0,0.0,42.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
1402,BM2L1C1F35,BU,33,72,71.0,98.6%,72.0,11.0,71.0,1.0,"('P66',)",72.0,2.0,71.0,1.0,0,72.0,11.0,71.0,1.0,0
1405,BM2L1C1F35,LR,16,41,41.0,100.0%,41.0,12.0,41.0,0.0,0,41.0,2.0,41.0,0.0,0,41.0,12.0,41.0,0.0,0
1408,BM2L1C1F35,RR,7,14,0.0,0.0%,14.0,4.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,14.0,4.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
1410,BM2L1C1F36,BU,33,84,84.0,100.0%,84.0,11.0,84.0,0.0,0,84.0,13.0,84.0,0.0,0,84.0,11.0,84.0,0.0,0
1413,BM2L1C1F36,LR,16,69,68.0,98.6%,69.0,12.0,68.0,1.0,"('FAI0276',)",69.0,14.0,68.0,1.0,0,69.0,12.0,68.0,1.0,0
1416,BM2L1C1F36,RR,7,21,0.0,0.0%,21.0,4.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,21.0,4.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
1418,BM2L1C1F37,BU,33,104,104.0,100.0%,104.0,11.0,104.0,0.0,0,104.0,14.0,104.0,0.0,0,0.0,0.0,0.0,0.0,0
1420,BM2L1C1F37,LR,16,45,44.0,97.8%,45.0,12.0,44.0,1.0,0,45.0,14.0,44.0,1.0,"('M130_2',)",0.0,0.0,0.0,0.0,0
1422,BM2L1C1F37,RR,7,28,0.0,0.0%,28.0,4.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",28.0,4.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0
1424,BM2L1C1F39,BU,33,81,81.0,100.0%,81.0,13.0,81.0,0.0,0,81.0,13.0,81.0,0.0,0,0.0,0.0,0.0,0.0,0
1426,BM2L1C1F39,LR,16,45,45.0,100.0%,45.0,14.0,45.0,0.0,0,45.0,14.0,45.0,0.0,0,0.0,0.0,0.0,0.0,0
1428,BM2L1C1F39,RR,7,14,0.0,0.0%,14.0,4.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",14.0,4.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0
1430,BM2L1C1F40,BU,33,54,54.0,100.0%,54.0,11.0,54.0,0.0,0,54.0,13.0,54.0,0.0,0,0.0,0.0,0.0,0.0,0
1432,BM2L1C1F40,LR,16,28,27.0,96.4%,28.0,12.0,27.0,1.0,"('FAI0780',)",28.0,14.0,27.0,1.0,0,0.0,0.0,0.0,0.0,0
1434,BM2L1C1F40,RR,7,14,0.0,0.0%,14.0,4.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",14.0,4.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0
1436,BM2L1C1F41,BU,33,57,57.0,100.0%,57.0,11.0,57.0,0.0,0,57.0,13.0,57.0,0.0,0,0.0,0.0,0.0,0.0,0
1438,BM2L1C1F41,LR,16,30,30.0,100.0%,30.0,14.0,30.0,0.0,0,30.0,14.0,30.0,0.0,0,0.0,0.0,0.0,0.0,0
1440,BM2L1C1F41,RR,7,7,0.0,0.0%,7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
1441,BM2L1C1F42,BU,33,15,15.0,100.0%,15.0,11.0,15.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
1442,BM2L1C1F42,LR,16,15,15.0,100.0%,15.0,14.0,15.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
1443,BM2L1C1F42,RR,7,7,0.0,0.0%,7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
1444,BM2L1C1F43,BU,33,104,104.0,100.0%,104.0,13.0,104.0,0.0,0,104.0,14.0,104.0,0.0,0,104.0,14.0,104.0,0.0,0
1447,BM2L1C1F43,LR,16,71,68.0,95.8%,71.0,14.0,68.0,3.0,0,71.0,14.0,68.0,3.0,"('M130_2', 'M130_2')",71.0,14.0,68.0,3.0,"('M130_2',)"
1450,BM2L1C1F43,RR,7,35,0.0,0.0%,35.0,4.0,0.0,35.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",35.0,4.0,0.0,35.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",35.0,4.0,0.0,35.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
1453,BM2L1C1F44,BU,33,84,79.0,94.0%,84.0,11.0,79.0,5.0,0,84.0,14.0,79.0,5.0,"('P63_2', 'P63_3', 'P63_4', 'P66')",84.0,12.0,79.0,5.0,"('P63_3',)"
1456,BM2L1C1F44,LR,16,41,39.0,95.1%,41.0,12.0,39.0,2.0,0,41.0,14.0,39.0,2.0,"('M130_2',)",41.0,12.0,39.0,2.0,"('M130_2',)"
1459,BM2L1C1F44,RR,7,21,0.0,0.0%,21.0,4.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",21.0,4.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",21.0,4.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
1462,BM2L1C1F45,BU,33,42,42.0,100.0%,42.0,11.0,42.0,0.0,0,42.0,13.0,42.0,0.0,0,0.0,0.0,0.0,0.0,0
1464,BM2L1C1F45,LR,16,28,28.0,100.0%,28.0,12.0,28.0,0.0,0,28.0,14.0,28.0,0.0,0,0.0,0.0,0.0,0.0,0
1466,BM2L1C1F45,RR,7,7,0.0,0.0%,7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
1467,BM2L1C1F46,BU,33,69,68.0,98.6%,69.0,11.0,68.0,1.0,0,69.0,13.0,68.0,1.0,"('P66',)",69.0,13.0,68.0,1.0,0
1470,BM2L1C1F46,LR,16,188,180.0,95.7%,188.0,14.0,180.0,8.0,"('FAI0276',)",188.0,14.0,180.0,8.0,"('FAI0276', 'FAI0780', 'FAI0780', 'FAI0780', 'FAI0780', 'FAI0780', 'FAI0780')",188.0,14.0,180.0,8.0,0
1473,BM2L1C1F46,RR,7,21,0.0,0.0%,21.0,4.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",21.0,4.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",21.0,4.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
1476,BM2L1C1F47,BU,33,63,63.0,100.0%,63.0,12.0,63.0,0.0,0,63.0,13.0,63.0,0.0,0,0.0,0.0,0.0,0.0,0
1478,BM2L1C1F47,LR,16,30,30.0,100.0%,30.0,14.0,30.0,0.0,0,30.0,14.0,30.0,0.0,0,0.0,0.0,0.0,0.0,0
1480,BM2L1C1F47,RR,7,14,0.0,0.0%,14.0,4.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",14.0,4.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0
1482,BM2L1C1F48,BU,33,232,225.0,97.0%,232.0,12.0,225.0,7.0,"('P63_3', 'FAI0370', 'P63_2', 'P63_1', 'P63_3', 'P63_4')",232.0,14.0,225.0,7.0,"('P63_3',)",0.0,0.0,0.0,0.0,0
1484,BM2L1C1F48,LR,16,56,54.0,96.4%,56.0,14.0,54.0,2.0,"('M130_2',)",56.0,14.0,54.0,2.0,"('M130_2',)",0.0,0.0,0.0,0.0,0
1486,BM2L1C1F48,RR,7,28,0.0,0.0%,28.0,4.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",28.0,4.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0
1488,BM1L1C1F04,BU,33,19,18.0,94.7%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,19.0,12.0,18.0,1.0,"('P63_1',)"
1489,BM1L1C1F04,LR,16,13,13.0,100.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,13.0,12.0,13.0,0.0,0
1490,BM1L1C1F04,RR,7,7,0.0,0.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
1491,BM1L1C1F39,BU,33,15,15.0,100.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,15.0,11.0,15.0,0.0,0
1492,BM1L1C1F39,RR,7,7,0.0,0.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
1493,BM1L1C1F43,BU,33,34,31.0,91.2%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,34.0,11.0,31.0,3.0,0
1495,BM1L1C1F43,LR,16,26,26.0,100.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,26.0,12.0,26.0,0.0,0
1497,BM1L1C1F43,RR,7,14,0.0,0.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,14.0,4.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
1499,BM1L1C1F44,BU,33,30,30.0,100.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,30.0,11.0,30.0,0.0,0
1501,BM1L1C1F45,BU,33,30,30.0,100.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,30.0,11.0,30.0,0.0,0
1503,BM1L1C1F45,LR,16,26,26.0,100.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,26.0,12.0,26.0,0.0,0
1505,BM1L1C1F45,RR,7,14,0.0,0.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,14.0,4.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
1507,BM1L1C1F46,BU,33,30,30.0,100.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,30.0,11.0,30.0,0.0,0
1509,BM1L1C1F46,LR,16,26,26.0,100.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,26.0,12.0,26.0,0.0,0
1511,BM1L1C1F46,RR,7,14,0.0,0.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,14.0,4.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
1513,BM1L1C1F47,BU,33,30,30.0,100.0%,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,30.0,11.0,30.0,0.0,0
